"ts","current","datetime","temperature"
"1759231863","0.1682","2025-09-30T17:01:03+05:30","52.78"
"1758797897","'-0.03735","2025-09-25T16:28:17+05:30","50"
"1759231517","0.3262","2025-09-30T16:55:17+05:30","51.67"
"1759231948","0.0292","2025-09-30T17:02:28+05:30","53.33"
"1759231968","0.2942","2025-09-30T17:02:48+05:30","53.33"
"1759232029","0.4522","2025-09-30T17:03:49+05:30","53.33"
"1758890711","0.0982","2025-09-26T18:15:11+05:30","53.33"
"1759231387","'-0.0118","2025-09-30T16:53:07+05:30","52.78"
"1759231723","0.3242","2025-09-30T16:58:43+05:30","53.33"
"1759231626","0.1702","2025-09-30T16:57:06+05:30","53.33"
"1758890673","'-0.1048","2025-09-26T18:14:33+05:30","53.89"
"1758803600","0.20845","2025-09-25T18:03:20+05:30","51.11"
"1758803792","'-0.04555","2025-09-25T18:06:32+05:30","53.33"
"1758791861","'-0.11065","2025-09-25T14:47:41+05:30","53.33"
"1759231708","0.3692","2025-09-30T16:58:28+05:30","53.33"
"1759231715","0.1792","2025-09-30T16:58:35+05:30","53.33"
"1759231917","0.2122","2025-09-30T17:01:57+05:30","53.33"
"7","'-0.21355","1970-01-01T00:00:07+05:30","45"
"1759231701","0.1572","2025-09-30T16:58:21+05:30","52.78"
"1759232055","0.1182","2025-09-30T17:04:15+05:30","53.33"
"1759231572","0.0742","2025-09-30T16:56:12+05:30","53.33"
"1758803812","0.12545","2025-09-25T18:06:52+05:30","52.22"
"1758890779","0.3432","2025-09-26T18:16:19+05:30","55"
"1759231375","0.3022","2025-09-30T16:52:55+05:30","53.33"
"1759231573","0.5532","2025-09-30T16:56:13+05:30","53.33"
"1758791839","'-0.08665","2025-09-25T14:47:19+05:30","48.33"
"1759231928","0.2322","2025-09-30T17:02:08+05:30","53.33"
"1759231902","0.0822","2025-09-30T17:01:42+05:30","53.33"
"1759231429","0.0662","2025-09-30T16:53:49+05:30","53.33"
"1759231653","0.2042","2025-09-30T16:57:33+05:30","53.33"
"1759231570","'-0.0748","2025-09-30T16:56:10+05:30","51.67"
"1759231642","0.2822","2025-09-30T16:57:22+05:30","53.33"
"1759231571","0.1292","2025-09-30T16:56:11+05:30","53.33"
"1759231363","0.1482","2025-09-30T16:52:43+05:30","50.56"
"1759231452","0.0962","2025-09-30T16:54:12+05:30","51.67"
"47","'-0.13155","1970-01-01T00:00:47+05:30","53.33"
"1758803530","0.05445","2025-09-25T18:02:10+05:30","50"
"1758890805","0.2342","2025-09-26T18:16:45+05:30","53.33"
"1759231799","0.0942","2025-09-30T16:59:59+05:30","53.33"
"1759231986","'-0.0368","2025-09-30T17:03:06+05:30","53.33"
"1758890792","0.1542","2025-09-26T18:16:32+05:30","53.33"
"1758890787","0.1612","2025-09-26T18:16:27+05:30","53.33"
"1759231825","0.2372","2025-09-30T17:00:25+05:30","53.33"
"1758803506","0.23945","2025-09-25T18:01:46+05:30","53.33"
"1759231453","0.1042","2025-09-30T16:54:13+05:30","51.11"
"1758803595","0.10745","2025-09-25T18:03:15+05:30","51.11"
"1758791877","'-0.10365","2025-09-25T14:47:57+05:30","53.33"
"1759231670","0.1602","2025-09-30T16:57:50+05:30","53.33"
"1759231602","0.1792","2025-09-30T16:56:42+05:30","53.33"
"1758803526","0.15245","2025-09-25T18:02:06+05:30","53.33"
"1759231898","0.3252","2025-09-30T17:01:38+05:30","52.78"
"1759232015","0.2092","2025-09-30T17:03:35+05:30","52.78"
"1758791881","'-0.10565","2025-09-25T14:48:01+05:30","53.33"
"1759231593","0.1802","2025-09-30T16:56:33+05:30","53.33"
"1759231432","0.3132","2025-09-30T16:53:52+05:30","51.67"
"1758803797","0.12545","2025-09-25T18:06:37+05:30","52.22"
"1758803676","0.13545","2025-09-25T18:04:36+05:30","52.22"
"1759231356","0.0392","2025-09-30T16:52:36+05:30","53.33"
"1759231582","0.1782","2025-09-30T16:56:22+05:30","52.22"
"1759231381","0.3532","2025-09-30T16:53:01+05:30","50.56"
"1758803817","0.12945","2025-09-25T18:06:57+05:30","52.22"
"1759231829","0.3452","2025-09-30T17:00:29+05:30","53.33"
"1758890817","0.1852","2025-09-26T18:16:57+05:30","54.44"
"1759231776","0.0412","2025-09-30T16:59:36+05:30","52.22"
"1759231359","0.0672","2025-09-30T16:52:39+05:30","50.56"
