,ts,datetime,current,temperature,device_id,parsed_datetime,recon_error,anomaly_score,anomaly_current,current_anomaly_reason,current_severity,anomaly_temperature,temperature_anomaly_reason,temperature_severity,combined_severity,anomaly_threshold,anomaly_percentile,anomaly_isolation_forest,anomaly_zscore,anomaly_ensemble,anomaly_ensemble_smoothed
16614,1760186731.0,2025-10-11T18:15:31+05:30,0.1229,72.78,d7,2025-10-11 18:15:31+05:30,72.48582480831105,-0.014865108691161796,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16615,1760186732.0,2025-10-11T18:15:32+05:30,0.0759,71.67,d7,2025-10-11 18:15:32+05:30,51.180456855693414,-0.014883625242238812,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16617,1760186734.0,2025-10-11T18:15:34+05:30,0.1069,71.67,d7,2025-10-11 18:15:34+05:30,66.06142080542514,-0.014870692157503395,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C); Rapid temp change: 18.34°C/sample,critical,critical,0,1,1,0,1,1
16621,1760186738.0,2025-10-11T18:15:38+05:30,0.0479,72.22,d7,2025-10-11 18:15:38+05:30,70.97607787716242,-0.01486642081617302,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,1,0,1,1
16622,1760186739.0,2025-10-11T18:15:39+05:30,0.0379,72.22,d7,2025-10-11 18:15:39+05:30,53.88194788777853,-0.014881277369308811,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16626,1760186743.0,2025-10-11T18:15:43+05:30,0.1259,72.78,d7,2025-10-11 18:15:43+05:30,72.4134740374182,-0.014865171571406235,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16627,1760186744.0,2025-10-11T18:15:44+05:30,0.1159,72.22,d7,2025-10-11 18:15:44+05:30,53.28551634695592,-0.014881795729522728,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16628,1760186745.0,2025-10-11T18:15:45+05:30,0.1379,72.22,d7,2025-10-11 18:15:45+05:30,52.48687030741876,-0.014882489834886997,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16632,1760186749.0,2025-10-11T18:15:49+05:30,0.1429,72.78,d7,2025-10-11 18:15:49+05:30,70.2709334350909,-0.014867033659054089,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16633,1760186750.0,2025-10-11T18:15:50+05:30,0.0319,72.22,d7,2025-10-11 18:15:50+05:30,54.6353025789751,-0.014880622626773985,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16634,1760186751.0,2025-10-11T18:15:51+05:30,0.1939,71.67,d7,2025-10-11 18:15:51+05:30,50.212851429049195,-0.014884466190648843,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16639,1760186756.0,2025-10-11T18:15:56+05:30,0.1249,72.78,d7,2025-10-11 18:15:56+05:30,71.42677131166074,-0.01486602911732893,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,0,0,1,1
16641,1760186758.0,2025-10-11T18:15:58+05:30,0.1599,71.67,d7,2025-10-11 18:15:58+05:30,63.48804340744298,-0.014872928686538524,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C); Rapid temp change: 18.34°C/sample,critical,critical,0,1,1,0,1,1
16642,1760186759.0,2025-10-11T18:15:59+05:30,0.1389,72.78,d7,2025-10-11 18:15:59+05:30,55.361230638516446,-0.014879991720796553,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16645,1760186762.0,2025-10-11T18:16:02+05:30,0.1839,72.22,d7,2025-10-11 18:16:02+05:30,67.09668475014769,-0.014869792406898135,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,1,0,1,1
16646,1760186763.0,2025-10-11T18:16:03+05:30,0.0959,71.67,d7,2025-10-11 18:16:03+05:30,51.15780144028935,-0.014883644932119666,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16650,1760186767.0,2025-10-11T18:16:07+05:30,0.1869,72.22,d7,2025-10-11 18:16:07+05:30,67.20123044718754,-0.014869701545959079,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,1,0,1,1
16651,1760186768.0,2025-10-11T18:16:08+05:30,0.0459,72.22,d7,2025-10-11 18:16:08+05:30,55.10834975838889,-0.014880211500231654,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16652,1760186769.0,2025-10-11T18:16:09+05:30,0.0529,71.67,d7,2025-10-11 18:16:09+05:30,50.71123660336555,-0.014884033042788793,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16656,1760186773.0,2025-10-11T18:16:13+05:30,0.0139,72.78,d7,2025-10-11 18:16:13+05:30,75.03629116579336,-0.014862892074171958,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16657,1760186774.0,2025-10-11T18:16:14+05:30,0.1569,72.22,d7,2025-10-11 18:16:14+05:30,66.52293545713312,-0.01487029105391109,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
16658,1760186775.0,2025-10-11T18:16:15+05:30,0.1369,72.78,d7,2025-10-11 18:16:15+05:30,55.77580936211566,-0.014879631409342273,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16659,1760186776.0,2025-10-11T18:16:16+05:30,0.2299,72.22,d7,2025-10-11 18:16:16+05:30,51.56596500291598,-0.014883290196098586,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16662,1760186779.0,2025-10-11T18:16:19+05:30,0.1249,72.78,d7,2025-10-11 18:16:19+05:30,72.32648909757292,-0.014865247170245227,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16664,1760186781.0,2025-10-11T18:16:21+05:30,0.1059,72.22,d7,2025-10-11 18:16:21+05:30,68.76133497303742,-0.014868345655030434,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,1,0,1,1
16669,1760186786.0,2025-10-11T18:16:26+05:30,0.0399,72.22,d7,2025-10-11 18:16:26+05:30,69.47562810468563,-0.014867724860999298,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,0,0,1,1
16670,1760186787.0,2025-10-11T18:16:27+05:30,0.1719,72.22,d7,2025-10-11 18:16:27+05:30,50.83298189818948,-0.014883927233634263,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16681,1760186798.0,2025-10-11T18:16:38+05:30,0.1429,72.78,d7,2025-10-11 18:16:38+05:30,72.66446102270774,-0.014864953437960094,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16682,1760186799.0,2025-10-11T18:16:39+05:30,0.1339,72.22,d7,2025-10-11 18:16:39+05:30,52.916793701234475,-0.01488211618733965,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16683,1760186800.0,2025-10-11T18:16:40+05:30,0.0939,71.67,d7,2025-10-11 18:16:40+05:30,51.35792642492998,-0.014883471002971473,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16687,1760186804.0,2025-10-11T18:16:44+05:30,0.0879,72.78,d7,2025-10-11 18:16:44+05:30,72.08773856450392,-0.014865454668958703,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16688,1760186805.0,2025-10-11T18:16:45+05:30,0.0729,72.78,d7,2025-10-11 18:16:45+05:30,55.85674237956159,-0.014879561070244882,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16698,1760186815.0,2025-10-11T18:16:55+05:30,0.0369,72.78,d7,2025-10-11 18:16:55+05:30,73.55876109959797,-0.014864176199421491,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16700,1760186817.0,2025-10-11T18:16:57+05:30,0.1079,72.22,d7,2025-10-11 18:16:57+05:30,68.7993236913517,-0.014868312638935871,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,1,0,1,1
16701,1760186818.0,2025-10-11T18:16:58+05:30,0.2179,72.78,d7,2025-10-11 18:16:58+05:30,53.63176708475629,-0.01488149480209983,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16705,1760186822.0,2025-10-11T18:17:02+05:30,0.0889,72.78,d7,2025-10-11 18:17:02+05:30,73.07062275494651,-0.014864600441735046,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16706,1760186823.0,2025-10-11T18:17:03+05:30,0.1109,72.78,d7,2025-10-11 18:17:03+05:30,54.808687617255956,-0.014880471937383196,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16710,1760186827.0,2025-10-11T18:17:07+05:30,0.1629,72.78,d7,2025-10-11 18:17:07+05:30,71.21337682630814,-0.014866214579034937,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16711,1760186828.0,2025-10-11T18:17:08+05:30,0.1529,72.78,d7,2025-10-11 18:17:08+05:30,55.07347202652528,-0.014880241812559748,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16712,1760186829.0,2025-10-11T18:17:09+05:30,0.1369,72.22,d7,2025-10-11 18:17:09+05:30,52.81912883611708,-0.014882201068129666,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16716,1760186833.0,2025-10-11T18:17:13+05:30,0.1549,72.78,d7,2025-10-11 18:17:13+05:30,71.209559583305,-0.014866217896610827,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16717,1760186834.0,2025-10-11T18:17:14+05:30,0.1549,72.22,d7,2025-10-11 18:17:14+05:30,52.140296331642595,-0.014882791043236867,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16718,1760186835.0,2025-10-11T18:17:15+05:30,0.0969,72.78,d7,2025-10-11 18:17:15+05:30,56.12510515056919,-0.014879327835457876,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16719,1760186836.0,2025-10-11T18:17:16+05:30,0.1869,72.78,d7,2025-10-11 18:17:16+05:30,53.99280257658779,-0.014881181025208487,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16724,1760186841.0,2025-10-11T18:17:21+05:30,0.1099,72.78,d7,2025-10-11 18:17:21+05:30,72.59735210664685,-0.01486501176249477,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16741,1760186858.0,2025-10-11T18:17:38+05:30,0.1489,72.78,d7,2025-10-11 18:17:38+05:30,72.33085632339225,-0.014865243374677834,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16743,1760186860.0,2025-10-11T18:17:40+05:30,0.1749,72.22,d7,2025-10-11 18:17:40+05:30,67.93076555020114,-0.014869067505090717,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,1,0,1,1
16753,1760186870.0,2025-10-11T18:17:50+05:30,0.0919,72.78,d7,2025-10-11 18:17:50+05:30,71.52460400114997,-0.014865944090682313,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16754,1760186871.0,2025-10-11T18:17:51+05:30,0.2659,72.78,d7,2025-10-11 18:17:51+05:30,52.59043183937939,-0.014882399829288386,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16759,1760186876.0,2025-10-11T18:17:56+05:30,0.1169,72.78,d7,2025-10-11 18:17:56+05:30,71.71225994883035,-0.014865780998406795,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16760,1760186877.0,2025-10-11T18:17:57+05:30,0.0609,72.78,d7,2025-10-11 18:17:57+05:30,56.53682386052869,-0.014878970009648938,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
16764,1760186881.0,2025-10-11T18:18:01+05:30,0.1649,72.78,d7,2025-10-11 18:18:01+05:30,71.59721110877872,-0.014865880987654947,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16765,1760186882.0,2025-10-11T18:18:02+05:30,0.0299,72.78,d7,2025-10-11 18:18:02+05:30,58.338235967160145,-0.01487740439766996,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
16766,1760186883.0,2025-10-11T18:18:03+05:30,0.1679,72.78,d7,2025-10-11 18:18:03+05:30,55.70010055514565,-0.014879697208064657,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16767,1760186884.0,2025-10-11T18:18:04+05:30,0.1889,72.22,d7,2025-10-11 18:18:04+05:30,52.5049140724303,-0.014882474153003577,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16770,1760186887.0,2025-10-11T18:18:07+05:30,0.1099,72.78,d7,2025-10-11 18:18:07+05:30,72.96810715362379,-0.014864689538312598,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16771,1760186888.0,2025-10-11T18:18:08+05:30,0.0959,72.78,d7,2025-10-11 18:18:08+05:30,56.06694629028433,-0.014879378381475641,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16772,1760186889.0,2025-10-11T18:18:09+05:30,0.1829,72.78,d7,2025-10-11 18:18:09+05:30,53.888662688134524,-0.014881271533458236,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16783,1760186900.0,2025-10-11T18:18:20+05:30,0.1229,72.78,d7,2025-10-11 18:18:20+05:30,73.14118393796154,-0.01486453911682612,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16784,1760186901.0,2025-10-11T18:18:21+05:30,0.1429,72.78,d7,2025-10-11 18:18:21+05:30,55.25331996537975,-0.014880085506245144,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16785,1760186902.0,2025-10-11T18:18:22+05:30,0.2039,72.78,d7,2025-10-11 18:18:22+05:30,54.38374790033235,-0.014880841253603904,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16786,1760186903.0,2025-10-11T18:18:23+05:30,0.2039,72.78,d7,2025-10-11 18:18:23+05:30,55.436825680922006,-0.014879926020947247,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16788,1760186905.0,2025-10-11T18:18:25+05:30,0.1669,72.78,d7,2025-10-11 18:18:25+05:30,71.85026667008772,-0.014865661056403974,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16789,1760186906.0,2025-10-11T18:18:26+05:30,0.0669,72.78,d7,2025-10-11 18:18:26+05:30,57.669514015372414,-0.014877985585669348,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
16790,1760186907.0,2025-10-11T18:18:27+05:30,0.1879,72.78,d7,2025-10-11 18:18:27+05:30,53.907788301910415,-0.014881254911337224,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16791,1760186908.0,2025-10-11T18:18:28+05:30,0.0799,72.22,d7,2025-10-11 18:18:28+05:30,54.600553117534425,-0.014880652827621917,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16794,1760186911.0,2025-10-11T18:18:31+05:30,0.1219,72.78,d7,2025-10-11 18:18:31+05:30,71.49339092841552,-0.014865971218045561,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16795,1760186912.0,2025-10-11T18:18:32+05:30,0.0609,72.78,d7,2025-10-11 18:18:32+05:30,56.44159327454809,-0.014879052774800583,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
16796,1760186913.0,2025-10-11T18:18:33+05:30,0.2009,72.78,d7,2025-10-11 18:18:33+05:30,53.22472195614188,-0.014881848566086979,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16800,1760186917.0,2025-10-11T18:18:37+05:30,0.1189,72.78,d7,2025-10-11 18:18:37+05:30,70.79597271258984,-0.014866577346043169,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16802,1760186919.0,2025-10-11T18:18:39+05:30,0.1139,72.78,d7,2025-10-11 18:18:39+05:30,72.93147020415093,-0.01486472137958132,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16808,1760186925.0,2025-10-11T18:18:45+05:30,0.1389,72.78,d7,2025-10-11 18:18:45+05:30,72.45803523817567,-0.01486513284314997,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16810,1760186927.0,2025-10-11T18:18:47+05:30,0.1669,72.78,d7,2025-10-11 18:18:47+05:30,71.79185774522715,-0.014865711819753519,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16813,1760186930.0,2025-10-11T18:18:50+05:30,0.2059,72.78,d7,2025-10-11 18:18:50+05:30,71.3075730927859,-0.014866132712813084,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16814,1760186931.0,2025-10-11T18:18:51+05:30,0.2409,72.78,d7,2025-10-11 18:18:51+05:30,54.514134403832465,-0.01488072793435229,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16818,1760186935.0,2025-10-11T18:18:55+05:30,0.1779,72.78,d7,2025-10-11 18:18:55+05:30,72.03935231150774,-0.014865496721577881,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16819,1760186936.0,2025-10-11T18:18:56+05:30,0.1559,72.78,d7,2025-10-11 18:18:56+05:30,55.351146761564024,-0.014880000484720416,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16820,1760186937.0,2025-10-11T18:18:57+05:30,0.1289,72.78,d7,2025-10-11 18:18:57+05:30,55.970237211414904,-0.014879462431589325,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16831,1760186948.0,2025-10-11T18:19:08+05:30,0.1709,72.78,d7,2025-10-11 18:19:08+05:30,70.19764919306269,-0.014867097350580736,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16832,1760186949.0,2025-10-11T18:19:09+05:30,0.0659,72.78,d7,2025-10-11 18:19:09+05:30,56.63042158390858,-0.014878888663622459,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
16833,1760186950.0,2025-10-11T18:19:10+05:30,0.0869,72.78,d7,2025-10-11 18:19:10+05:30,55.14480698670018,-0.014880179815159064,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16838,1760186955.0,2025-10-11T18:19:15+05:30,0.1729,72.78,d7,2025-10-11 18:19:15+05:30,70.56902526005561,-0.014866774586668442,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,0,0,1,1
16839,1760186956.0,2025-10-11T18:19:16+05:30,0.1369,72.78,d7,2025-10-11 18:19:16+05:30,55.44042907166509,-0.014879922889230915,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16844,1760186961.0,2025-10-11T18:19:21+05:30,0.1139,72.78,d7,2025-10-11 18:19:21+05:30,71.76623689077687,-0.014865734086905209,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16845,1760186962.0,2025-10-11T18:19:22+05:30,0.1419,72.78,d7,2025-10-11 18:19:22+05:30,54.43852011351949,-0.01488079365093,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16849,1760186966.0,2025-10-11T18:19:26+05:30,0.1289,72.78,d7,2025-10-11 18:19:26+05:30,71.77099318285568,-0.01486572995319931,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16850,1760186967.0,2025-10-11T18:19:27+05:30,0.1259,72.78,d7,2025-10-11 18:19:27+05:30,54.92495668181616,-0.014880370887634732,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16851,1760186968.0,2025-10-11T18:19:28+05:30,0.1039,72.78,d7,2025-10-11 18:19:28+05:30,55.618564403305825,-0.014879768071347728,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16854,1760186971.0,2025-10-11T18:19:31+05:30,0.0939,72.78,d7,2025-10-11 18:19:31+05:30,71.98003971556021,-0.014865548270310336,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16856,1760186973.0,2025-10-11T18:19:33+05:30,0.0749,72.78,d7,2025-10-11 18:19:33+05:30,70.99558890146723,-0.014866403859090707,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16857,1760186974.0,2025-10-11T18:19:34+05:30,0.1389,72.22,d7,2025-10-11 18:19:34+05:30,51.19544631545498,-0.014883612214860084,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16874,1760186991.0,2025-10-11T18:19:51+05:30,0.1269,72.78,d7,2025-10-11 18:19:51+05:30,71.223723533266,-0.014866205586684828,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16875,1760186992.0,2025-10-11T18:19:52+05:30,0.2269,72.78,d7,2025-10-11 18:19:52+05:30,53.440265220922534,-0.014881661236871149,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16887,1760187004.0,2025-10-11T18:20:04+05:30,0.1219,72.78,d7,2025-10-11 18:20:04+05:30,72.68920752255084,-0.01486493193071228,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16888,1760187005.0,2025-10-11T18:20:05+05:30,0.0949,72.78,d7,2025-10-11 18:20:05+05:30,56.084922506254316,-0.014879362758299269,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16898,1760187015.0,2025-10-11T18:20:15+05:30,0.1729,72.78,d7,2025-10-11 18:20:15+05:30,70.86363706647056,-0.014866518538776026,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16899,1760187016.0,2025-10-11T18:20:16+05:30,0.1899,72.78,d7,2025-10-11 18:20:16+05:30,54.541566270870725,-0.014880704093244814,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16904,1760187021.0,2025-10-11T18:20:21+05:30,0.0629,72.78,d7,2025-10-11 18:20:21+05:30,72.09238753208474,-0.014865450628528804,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16906,1760187023.0,2025-10-11T18:20:23+05:30,0.1329,72.78,d7,2025-10-11 18:20:23+05:30,71.54729607782185,-0.014865924368939059,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16911,1760187028.0,2025-10-11T18:20:28+05:30,0.1319,72.78,d7,2025-10-11 18:20:28+05:30,71.05421592132024,-0.014866352906194234,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16912,1760187029.0,2025-10-11T18:20:29+05:30,0.1369,72.78,d7,2025-10-11 18:20:29+05:30,55.1131789307707,-0.014880207303185294,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16916,1760187033.0,2025-10-11T18:20:33+05:30,0.1519,72.78,d7,2025-10-11 18:20:33+05:30,70.49076170832264,-0.01486684260572619,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16917,1760187034.0,2025-10-11T18:20:34+05:30,0.1249,72.78,d7,2025-10-11 18:20:34+05:30,55.23100797752674,-0.014880104897652213,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
