"ts","current","datetime","temperature"
"1758891344","0.11615","2025-09-26T12:55:44+05:30","53.33"
"1758890284","0.26415","2025-09-26T12:38:04+05:30","53.33"
"1758891194","0.15815","2025-09-26T12:53:14+05:30","53.33"
"1758890551","0.43615","2025-09-26T12:42:31+05:30","53.33"
"1758890164","0.22015","2025-09-26T12:36:04+05:30","53.33"
"1758890346","0.21815","2025-09-26T12:39:06+05:30","53.33"
"1758890495","0.36015","2025-09-26T12:41:35+05:30","53.33"
"1758891233","0.10315","2025-09-26T12:53:53+05:30","53.33"
"1758889954","0.06515","2025-09-26T12:32:34+05:30","53.33"
"1758890394","0.29315","2025-09-26T12:39:54+05:30","53.33"
"1758889482","0.18915","2025-09-26T12:24:42+05:30","53.33"
"1758888884","0.05615","2025-09-26T12:14:44+05:30","53.33"
"1758884559","1.0834","2025-09-26T16:32:39+05:30","46.11"
"1758888835","1.35715","2025-09-26T12:13:55+05:30","53.33"
"1758891153","0.15415","2025-09-26T12:52:33+05:30","53.33"
"1758891984","'-0.04085","2025-09-26T13:06:24+05:30","53.33"
"1758889754","0.12415","2025-09-26T12:29:14+05:30","53.33"
"1758888440","0.19025","2025-09-26T17:37:20+05:30","49.44"
"1758888722","0.18015","2025-09-26T12:12:02+05:30","53.33"
"1758890287","0.25315","2025-09-26T12:38:07+05:30","53.33"
"1758891497","0.24615","2025-09-26T12:58:17+05:30","53.33"
"1758889609","0.12215","2025-09-26T12:26:49+05:30","53.33"
"1758890711","1.26115","2025-09-26T12:45:11+05:30","53.33"
"1758891510","0.26115","2025-09-26T12:58:30+05:30","51.67"
"1758889975","0.06115","2025-09-26T12:32:55+05:30","53.33"
"1758891540","0.31215","2025-09-26T12:59:00+05:30","53.33"
"1758889886","0.20615","2025-09-26T12:31:26+05:30","53.33"
"1758891209","0.12915","2025-09-26T12:53:29+05:30","53.33"
"1758890673","1.19115","2025-09-26T12:44:33+05:30","53.33"
"1758888967","0.14415","2025-09-26T12:16:07+05:30","53.33"
"1758889323","0.36915","2025-09-26T12:22:03+05:30","53.33"
"1758891937","'-0.04385","2025-09-26T13:05:37+05:30","53.33"
"1758888344","0.21025","2025-09-26T17:35:44+05:30","53.33"
"1758889230","0.16915","2025-09-26T12:20:30+05:30","49.44"
"1758891838","'-0.03185","2025-09-26T13:03:58+05:30","53.33"
"1758891526","'-0.70985","2025-09-26T12:58:46+05:30","53.33"
"1758888750","0.21615","2025-09-26T12:12:30+05:30","53.33"
"1758888462","0.20125","2025-09-26T17:37:42+05:30","53.33"
"1758890391","0.25615","2025-09-26T12:39:51+05:30","53.33"
"7","0.0081","1970-01-01T00:00:07+05:30","53.33"
"1758884570","1.1024","2025-09-26T16:32:50+05:30","53.33"
"1758889407","0.10415","2025-09-26T12:23:27+05:30","53.33"
"1758891796","0.04015","2025-09-26T13:03:16+05:30","53.33"
"1758891807","826.140137","2025-09-26T13:03:27+05:30","53.33"
"1758889445","0.21315","2025-09-26T12:24:05+05:30","53.33"
"1758890096","0.13515","2025-09-26T12:34:56+05:30","53.33"
"1758888561","0.02415","2025-09-26T12:09:21+05:30","53.33"
"1758890072","0.10615","2025-09-26T12:34:32+05:30","49.44"
"1758889252","0.13115","2025-09-26T12:20:52+05:30","49.44"
"1758888568","0.02715","2025-09-26T12:09:28+05:30","53.33"
"1758891384","0.13815","2025-09-26T12:56:24+05:30","53.33"
"1758889346","0.39215","2025-09-26T12:22:26+05:30","53.33"
"1758891300","0.08515","2025-09-26T12:55:00+05:30","53.33"
"1758890452","0.32715","2025-09-26T12:40:52+05:30","53.33"
"1758891185","0.11115","2025-09-26T12:53:05+05:30","53.33"
"1758890261","0.23315","2025-09-26T12:37:41+05:30","53.33"
"115","1.0864","1970-01-01T00:01:55+05:30","53.33"
"1758891493","0.25415","2025-09-26T12:58:13+05:30","53.33"
"1758889979","0.11915","2025-09-26T12:32:59+05:30","53.33"
"1758890384","0.22615","2025-09-26T12:39:44+05:30","53.33"
"1758890630","0.39015","2025-09-26T12:43:50+05:30","53.33"
"1758890080","0.12915","2025-09-26T12:34:40+05:30","53.33"
"1758888944","0.10815","2025-09-26T12:15:44+05:30","53.33"
"1758890643","0.36215","2025-09-26T12:44:03+05:30","53.33"
"1758888862","1.59015","2025-09-26T12:14:22+05:30","53.33"
"1758889450","0.16615","2025-09-26T12:24:10+05:30","53.33"
"1758892262","'-0.07985","2025-09-26T13:11:02+05:30","53.33"
"1758890501","0.82215","2025-09-26T12:41:41+05:30","53.33"
"1758888408","0.18025","2025-09-26T17:36:48+05:30","53.33"
"1758892069","'-0.06585","2025-09-26T13:07:49+05:30","53.33"
"1758889807","0.15515","2025-09-26T12:30:07+05:30","53.33"
"1758888953","0.16215","2025-09-26T12:15:53+05:30","53.33"
"1758890093","0.15815","2025-09-26T12:34:53+05:30","53.33"
"1758891466","0.21715","2025-09-26T12:57:46+05:30","53.33"
"1758890075","0.14415","2025-09-26T12:34:35+05:30","53.33"
"1758891923","'-0.12585","2025-09-26T13:05:23+05:30","53.33"
"1758884675","1.1144","2025-09-26T16:34:35+05:30","53.33"
"1758889008","0.36715","2025-09-26T12:16:48+05:30","53.33"
"1758889800","0.09315","2025-09-26T12:30:00+05:30","53.33"
"1758891506","'-0.77585","2025-09-26T12:58:26+05:30","53.33"
"1758891178","0.11715","2025-09-26T12:52:58+05:30","53.33"
"1758892112","'-0.07185","2025-09-26T13:08:32+05:30","53.33"
"1758890045","0.10615","2025-09-26T12:34:05+05:30","53.33"
"1758890258","0.24115","2025-09-26T12:37:38+05:30","53.33"
"1758891363","0.12015","2025-09-26T12:56:03+05:30","53.33"
"1758884608","1.4914","2025-09-26T16:33:28+05:30","53.33"
"1758884694","1.2584","2025-09-26T16:34:54+05:30","53.33"
"1758888866","1.47815","2025-09-26T12:14:26+05:30","53.33"
"1758891192","0.15315","2025-09-26T12:53:12+05:30","53.33"
"1758891375","0.15715","2025-09-26T12:56:15+05:30","53.33"
"1758884552","0.7884","2025-09-26T16:32:32+05:30","53.33"
"1758889037","2.18715","2025-09-26T12:17:17+05:30","53.33"
"1758889209","0.14115","2025-09-26T12:20:09+05:30","53.33"
"1758890387","0.23815","2025-09-26T12:39:47+05:30","53.33"
"117","1.3154","1970-01-01T00:01:57+05:30","45.56"
"1758889806","0.16315","2025-09-26T12:30:06+05:30","53.33"
"1758889494","0.22215","2025-09-26T12:24:54+05:30","53.33"
"1758888618","0.03015","2025-09-26T12:10:18+05:30","53.33"
"1758888329","0.21025","2025-09-26T17:35:29+05:30","48.33"
"1758889613","0.06115","2025-09-26T12:26:53+05:30","53.33"
"1758889937","0.33415","2025-09-26T12:32:17+05:30","53.33"
"1758884627","1.2184","2025-09-26T16:33:47+05:30","46.67"
"1758891453","0.20215","2025-09-26T12:57:33+05:30","53.33"
"1758892028","'-0.06685","2025-09-26T13:07:08+05:30","53.33"
"1758889459","0.17815","2025-09-26T12:24:19+05:30","53.33"
"1758888995","0.28815","2025-09-26T12:16:35+05:30","53.33"
"1758890692","1.28615","2025-09-26T12:44:52+05:30","53.33"
"1758890598","0.36915","2025-09-26T12:43:18+05:30","53.33"
"47","0.0234","1970-01-01T00:00:47+05:30","53.33"
"1758891358","0.12015","2025-09-26T12:55:58+05:30","50.56"
"1758889079","0.03915","2025-09-26T12:17:59+05:30","53.33"
"1758890726","1.46515","2025-09-26T12:45:26+05:30","53.33"
"1758884631","1.3384","2025-09-26T16:33:51+05:30","53.33"
"1758888524","'-0.00085","2025-09-26T12:08:44+05:30","49.44"
"1758889015","1.24515","2025-09-26T12:16:55+05:30","53.33"
"1758889253","0.14615","2025-09-26T12:20:53+05:30","53.33"
"1758891572","0.37115","2025-09-26T12:59:32+05:30","53.33"
"1758891296","0.12515","2025-09-26T12:54:56+05:30","53.33"
"1758888646","0.04315","2025-09-26T12:10:46+05:30","53.33"
"1758890690","1.25315","2025-09-26T12:44:50+05:30","53.33"
"1758890437","0.30615","2025-09-26T12:40:37+05:30","53.33"
"1758889172","0.15715","2025-09-26T12:19:32+05:30","53.33"
"1758888886","0.15715","2025-09-26T12:14:46+05:30","53.33"
"1758884563","0.9204","2025-09-26T16:32:43+05:30","53.33"
"1758890312","0.23215","2025-09-26T12:38:32+05:30","53.33"
"1758891442","0.18215","2025-09-26T12:57:22+05:30","53.33"
"1758891505","0.26815","2025-09-26T12:58:25+05:30","53.33"
"1758884676","1.0284","2025-09-26T16:34:36+05:30","47.22"
"1758888684","0.10815","2025-09-26T12:11:24+05:30","53.33"
"1758888742","0.20115","2025-09-26T12:12:22+05:30","53.33"
"1758884702","1.3704","2025-09-26T16:35:02+05:30","53.33"
"1758888641","0.05215","2025-09-26T12:10:41+05:30","53.33"
"1758891899","'-0.08585","2025-09-26T13:04:59+05:30","53.33"
"1758888899","0.13915","2025-09-26T12:14:59+05:30","53.33"
"1758890221","0.20415","2025-09-26T12:37:01+05:30","53.33"
"1758889268","0.23715","2025-09-26T12:21:08+05:30","53.33"
"1758891356","0.14715","2025-09-26T12:55:56+05:30","53.33"
"1758889370","1.52415","2025-09-26T12:22:50+05:30","53.33"
"1758889044","1.83615","2025-09-26T12:17:24+05:30","53.33"
"1758889652","0.07115","2025-09-26T12:27:32+05:30","53.33"
"1758888956","0.13615","2025-09-26T12:15:56+05:30","49.44"
"1758889995","0.08415","2025-09-26T12:33:15+05:30","53.33"
"1758888911","0.12415","2025-09-26T12:15:11+05:30","53.33"
"1758888314","0.24125","2025-09-26T17:35:14+05:30","53.33"
"1758890511","0.54315","2025-09-26T12:41:51+05:30","53.33"
"1758891483","0.21615","2025-09-26T12:58:03+05:30","53.33"
"1758888979","0.20015","2025-09-26T12:16:19+05:30","53.33"
"1758889690","0.07315","2025-09-26T12:28:10+05:30","53.33"
"1758888937","0.12715","2025-09-26T12:15:37+05:30","53.33"
"1758888323","0.12225","2025-09-26T17:35:23+05:30","47.78"
"1758892019","0.00515","2025-09-26T13:06:59+05:30","53.33"
"122","0.9294","1970-01-01T05:32:02+05:30","45"
"1758891338","0.08815","2025-09-26T12:55:38+05:30","53.33"
"1758889942","0.10315","2025-09-26T12:32:22+05:30","53.33"
"1758892113","'-0.05685","2025-09-26T13:08:33+05:30","53.33"
"1758892197","'-0.08085","2025-09-26T13:09:57+05:30","53.33"
"1758890603","0.40715","2025-09-26T12:43:23+05:30","53.33"
"1758889161","0.08815","2025-09-26T12:19:21+05:30","53.33"
"1758892198","'-0.08185","2025-09-26T13:09:58+05:30","53.33"
"1758891288","0.07815","2025-09-26T12:54:48+05:30","53.33"
"1758889711","0.08515","2025-09-26T12:28:31+05:30","53.33"
"1758884663","1.2694","2025-09-26T16:34:23+05:30","53.33"
"1758889921","0.28815","2025-09-26T12:32:01+05:30","53.33"
"1758889796","0.09415","2025-09-26T12:29:56+05:30","53.33"
"1758891761","0.04915","2025-09-26T13:02:41+05:30","53.33"
"1758889635","0.09615","2025-09-26T12:27:15+05:30","53.33"
"1758888534","0.09015","2025-09-26T12:08:54+05:30","53.33"
"1758889324","0.36515","2025-09-26T12:22:04+05:30","53.33"
"1758891341","0.11915","2025-09-26T12:55:41+05:30","53.33"
"1758892094","'-0.05385","2025-09-26T13:08:14+05:30","53.33"
"1758890341","0.22415","2025-09-26T12:39:01+05:30","50"
"1758891790","'-0.01585","2025-09-26T13:03:10+05:30","53.33"
"1758891512","0.25315","2025-09-26T12:58:32+05:30","53.33"
"1758888470","0.23725","2025-09-26T17:37:50+05:30","53.33"
"1758890255","0.23815","2025-09-26T12:37:35+05:30","53.33"
"1758892106","'-0.09485","2025-09-26T13:08:26+05:30","53.33"
"1758891459","0.21015","2025-09-26T12:57:39+05:30","53.33"
"1758890608","0.38415","2025-09-26T12:43:28+05:30","53.33"
"1758891415","0.18215","2025-09-26T12:56:55+05:30","53.33"
"1758889716","0.03615","2025-09-26T12:28:36+05:30","53.33"
"1758884684","1.2984","2025-09-26T16:34:44+05:30","53.33"
"1758888849","1.19415","2025-09-26T12:14:09+05:30","53.33"
"1758889396","0.09415","2025-09-26T12:23:16+05:30","53.33"
"1758890198","0.24315","2025-09-26T12:36:38+05:30","53.33"
"1758889356","0.41015","2025-09-26T12:22:36+05:30","53.33"
"1758884613","1.3534","2025-09-26T16:33:33+05:30","53.33"
"1758891376","0.16715","2025-09-26T12:56:16+05:30","53.33"
"1758890276","0.23615","2025-09-26T12:37:56+05:30","53.33"
"1758890177","0.28015","2025-09-26T12:36:17+05:30","53.33"
"1758884562","1.1184","2025-09-26T16:32:42+05:30","46.67"
"1758891498","0.26315","2025-09-26T12:58:18+05:30","53.33"
"1758888338","0.18025","2025-09-26T17:35:38+05:30","53.33"
"1758888945","0.10815","2025-09-26T12:15:45+05:30","53.33"
"1758890517","0.47815","2025-09-26T12:41:57+05:30","53.33"
"1758892305","'-0.08085","2025-09-26T13:11:45+05:30","53.33"
"1758889934","0.34015","2025-09-26T12:32:14+05:30","53.33"
"1758889259","0.16415","2025-09-26T12:20:59+05:30","53.33"
"1758891383","0.16715","2025-09-26T12:56:23+05:30","53.33"
"1758888941","0.13115","2025-09-26T12:15:41+05:30","53.33"
"1758889066","0.12615","2025-09-26T12:17:46+05:30","53.33"
"1758891754","0.02315","2025-09-26T13:02:34+05:30","53.33"
"1758892050","'-0.03885","2025-09-26T13:07:30+05:30","53.33"
"1758891457","0.23715","2025-09-26T12:57:37+05:30","53.33"
"1758890765","1.58615","2025-09-26T12:46:05+05:30","50.56"
"1758891476","88.140152","2025-09-26T12:57:56+05:30","53.33"
"1758890383","0.24615","2025-09-26T12:39:43+05:30","50"
"1758889243","0.18615","2025-09-26T12:20:43+05:30","53.33"
"1758889072","0.08215","2025-09-26T12:17:52+05:30","53.33"
"1758889663","0.11215","2025-09-26T12:27:43+05:30","53.33"
"1758890764","1.76315","2025-09-26T12:46:04+05:30","53.33"
"130","0.3794","1970-01-01T05:32:10+05:30","53.33"
"1758884641","1.1944","2025-09-26T16:34:01+05:30","53.33"
"1758889782","0.11015","2025-09-26T12:29:42+05:30","53.33"
"1758884589","1.0494","2025-09-26T16:33:09+05:30","46.67"
"1758884700","1.6354","2025-09-26T16:35:00+05:30","53.33"
"1758889272","0.19515","2025-09-26T12:21:12+05:30","53.33"
"1758888971","0.14515","2025-09-26T12:16:11+05:30","53.33"
"1758889734","0.05415","2025-09-26T12:28:54+05:30","53.33"
"1758892001","'-0.08085","2025-09-26T13:06:41+05:30","53.33"
"1758891562","0.34915","2025-09-26T12:59:22+05:30","53.33"
"1758889308","0.37215","2025-09-26T12:21:48+05:30","53.33"
"1758889275","0.22815","2025-09-26T12:21:15+05:30","53.33"
"1758892277","'-0.05985","2025-09-26T13:11:17+05:30","53.33"
"1758888527","'-0.02185","2025-09-26T12:08:47+05:30","53.33"
"1758889696","'-0.00685","2025-09-26T12:28:16+05:30","53.33"
"1758888887","0.09015","2025-09-26T12:14:47+05:30","53.33"
"1758884665","1.8344","2025-09-26T16:34:25+05:30","53.33"
"1758889728","0.06015","2025-09-26T12:28:48+05:30","53.33"
"1758890105","0.22015","2025-09-26T12:35:05+05:30","53.33"
"1758884726","1.4134","2025-09-26T16:35:26+05:30","47.22"
"1758890084","0.15215","2025-09-26T12:34:44+05:30","53.33"
"1758889580","1.95415","2025-09-26T12:26:20+05:30","53.33"
"1758892121","'-0.09685","2025-09-26T13:08:41+05:30","53.33"
"1758889900","0.22215","2025-09-26T12:31:40+05:30","49.44"
"1758891413","0.17415","2025-09-26T12:56:53+05:30","53.33"
"79","0.4374","1970-01-01T00:01:19+05:30","53.33"
"1758891837","0.00415","2025-09-26T13:03:57+05:30","53.33"
"1758889895","0.24315","2025-09-26T12:31:35+05:30","53.33"
"1758889596","1.32215","2025-09-26T12:26:36+05:30","53.33"
"1758889406","0.14915","2025-09-26T12:23:26+05:30","53.33"
"1758889162","0.08615","2025-09-26T12:19:22+05:30","53.33"
"1758890583","0.36615","2025-09-26T12:43:03+05:30","53.33"
