,ts,datetime,current,temperature,device_id,parsed_datetime,recon_error,anomaly_score,anomaly_current,current_anomaly_reason,current_severity,anomaly_temperature,temperature_anomaly_reason,temperature_severity,combined_severity,anomaly_threshold,anomaly_percentile,anomaly_isolation_forest,anomaly_zscore,anomaly_ensemble,anomaly_ensemble_smoothed
1062,1759322261.0,2025-10-01T18:07:41+05:30,0.6385,53.33,d2,2025-10-01 18:07:41+05:30,17.21490652434331,-0.014913144790972641,1,Rapid current change: 0.557A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1063,1759322262.0,2025-10-01T18:07:42+05:30,0.0045,58.33,d2,2025-10-01 18:07:42+05:30,27.37283710651236,-0.014904316506904521,1,Rapid current change: 0.634A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1064,1759322263.0,2025-10-01T18:07:43+05:30,1.0315,53.33,d2,2025-10-01 18:07:43+05:30,11175.972059435728,-0.005215039729495723,1,Rapid current change: 1.027A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1065,1759322264.0,2025-10-01T18:07:44+05:30,0.1405,53.33,d2,2025-10-01 18:07:44+05:30,31.34723276408871,-0.014900862349231325,1,Rapid current change: 0.891A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1113,1759322312.0,2025-10-01T18:08:32+05:30,0.0585,53.33,d2,2025-10-01 18:08:32+05:30,29.632442487937272,-0.01490235267795061,1,Rapid current change: 0.748A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1114,1759322313.0,2025-10-01T18:08:33+05:30,1.0535,53.33,d2,2025-10-01 18:08:33+05:30,65.95012227737426,-0.014870788887345564,1,Rapid current change: 0.995A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1115,1759322314.0,2025-10-01T18:08:34+05:30,0.4735,53.33,d2,2025-10-01 18:08:34+05:30,23.701161122732675,-0.01490750757011653,1,Rapid current change: 0.580A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1167,1759322366.0,2025-10-01T18:09:26+05:30,1.2225,53.33,d2,2025-10-01 18:09:26+05:30,14.587249932918615,-0.014915428494196924,1,High charge: 1.222A; Rapid current change: 0.833A/sample,high,0,,normal,high,0,0,0,0,1,1
1168,1759322367.0,2025-10-01T18:09:27+05:30,1.2875,53.33,d2,2025-10-01 18:09:27+05:30,15.397384894771683,-0.014914724403780192,1,High charge: 1.288A,high,0,,normal,high,0,0,0,0,1,1
1169,1759322368.0,2025-10-01T18:09:28+05:30,0.5275,53.33,d2,2025-10-01 18:09:28+05:30,28.91333277428357,-0.01490297765808578,1,Rapid current change: 0.760A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1265,1759578485.0,2025-10-04T17:18:05+05:30,0.2408,57.22,d2,2025-10-04 17:18:05+05:30,34.99354191478919,-0.014897693332400371,1,Rapid current change: 0.839A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1266,1759578486.0,2025-10-04T17:18:06+05:30,0.7988,57.78,d2,2025-10-04 17:18:06+05:30,14.831737505172484,-0.014915216009407673,1,Rapid current change: 0.558A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1267,1759578487.0,2025-10-04T17:18:07+05:30,0.1488,56.67,d2,2025-10-04 17:18:07+05:30,28.914391959718035,-0.014902976737544944,1,Rapid current change: 0.650A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1499,1759578722.0,2025-10-04T17:22:02+05:30,1.4208,53.33,d2,2025-10-04 17:22:02+05:30,16.24023492308421,-0.014913991880613531,1,High charge: 1.421A; Rapid current change: 0.552A/sample,high,0,,normal,high,0,0,0,0,1,1
1500,1759578723.0,2025-10-04T17:22:03+05:30,0.5438,53.33,d2,2025-10-04 17:22:03+05:30,33.166567060984534,-0.014899281161029856,1,Rapid current change: 0.877A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1501,1759578724.0,2025-10-04T17:22:04+05:30,1.1358,60.56,d2,2025-10-04 17:22:04+05:30,20.57245316550503,-0.014910226738394868,1,High charge: 1.136A; Rapid current change: 0.592A/sample,high,0,,normal,high,0,0,1,0,1,1
1502,1759578725.0,2025-10-04T17:22:05+05:30,0.4608,60.56,d2,2025-10-04 17:22:05+05:30,34.04303671255954,-0.014898519418960584,1,Rapid current change: 0.675A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1583,1759578806.0,2025-10-04T17:23:26+05:30,1.5728,53.33,d2,2025-10-04 17:23:26+05:30,15.244107293488034,-0.014914857617744833,1,High charge: 1.573A; Rapid current change: 0.586A/sample,high,0,,normal,high,0,0,1,0,1,1
1584,1759578807.0,2025-10-04T17:23:27+05:30,0.4998,60.56,d2,2025-10-04 17:23:27+05:30,43.12880627665513,-0.01489062295284079,1,Rapid current change: 1.073A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1585,1759578808.0,2025-10-04T17:23:28+05:30,1.2598,60.0,d2,2025-10-04 17:23:28+05:30,18.88482759633328,-0.014911693458196186,1,High charge: 1.260A; Rapid current change: 0.760A/sample,high,0,,normal,high,0,0,1,0,1,1
1586,1759578809.0,2025-10-04T17:23:29+05:30,0.1258,53.33,d2,2025-10-04 17:23:29+05:30,50.19703818063496,-0.014884479933984448,1,Rapid current change: 1.134A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1591,1759578814.0,2025-10-04T17:23:34+05:30,1.9888,60.56,d2,2025-10-04 17:23:34+05:30,33.399943080423895,-0.014899078333320251,1,High charge: 1.989A; Rapid current change: 1.356A/sample,high,0,,normal,high,0,0,1,0,1,1
1592,1759578815.0,2025-10-04T17:23:35+05:30,1.5718,53.33,d2,2025-10-04 17:23:35+05:30,27.384447934025506,-0.014904306415903925,1,High charge: 1.572A,high,0,,normal,high,0,0,1,0,1,1
1593,1759578816.0,2025-10-04T17:23:36+05:30,0.4128,53.33,d2,2025-10-04 17:23:36+05:30,47.80009549761119,-0.014886563123146802,1,Rapid current change: 1.159A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1607,1759578830.0,2025-10-04T17:23:50+05:30,1.1558,53.33,d2,2025-10-04 17:23:50+05:30,15.285397218110209,-0.014914821732563224,1,High charge: 1.156A; Rapid current change: 0.729A/sample,high,0,,normal,high,0,0,0,0,1,1
1608,1759578831.0,2025-10-04T17:23:51+05:30,1.5938,60.56,d2,2025-10-04 17:23:51+05:30,22.197906592101937,-0.014908814052565465,1,High charge: 1.594A,high,0,,normal,high,0,0,1,0,1,1
1609,1759578832.0,2025-10-04T17:23:52+05:30,0.3758,53.33,d2,2025-10-04 17:23:52+05:30,45.82061921443783,-0.014888283491167886,1,Rapid current change: 1.218A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1610,1759578833.0,2025-10-04T17:23:53+05:30,1.1368,60.56,d2,2025-10-04 17:23:53+05:30,22.827498387317494,-0.014908266872687618,1,High charge: 1.137A; Rapid current change: 0.761A/sample,high,0,,normal,high,0,0,1,0,1,1
1612,1759578835.0,2025-10-04T17:23:55+05:30,0.3718,53.33,d2,2025-10-04 17:23:55+05:30,34.58870579228956,-0.014898045176534523,1,Rapid current change: 0.710A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1613,1759578836.0,2025-10-04T17:23:56+05:30,1.2228,60.0,d2,2025-10-04 17:23:56+05:30,20.811842545906444,-0.014910018684457505,1,High charge: 1.223A; Rapid current change: 0.851A/sample,high,0,,normal,high,0,0,1,0,1,1
1614,1759578837.0,2025-10-04T17:23:57+05:30,0.0038,53.33,d2,2025-10-04 17:23:57+05:30,52.33236886791901,-0.014882624112492636,1,Rapid current change: 1.219A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1615,1759578840.0,2025-10-04T17:24:00+05:30,1.6098,60.56,d2,2025-10-04 17:24:00+05:30,38592.09181610188,0.018612381741793357,1,High charge: 1.610A; Rapid current change: 1.606A/sample,high,0,,normal,high,0,1,1,0,1,1
1616,1759578841.0,2025-10-04T17:24:01+05:30,1.2568,53.33,d2,2025-10-04 17:24:01+05:30,23.693427248277544,-0.014907514291647071,1,High charge: 1.257A,high,0,,normal,high,0,0,0,0,1,1
1617,1759578842.0,2025-10-04T17:24:02+05:30,0.2438,53.33,d2,2025-10-04 17:24:02+05:30,44.007505672208225,-0.014889859272895186,1,Rapid current change: 1.013A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1619,1759578844.0,2025-10-04T17:24:04+05:30,1.3708,60.56,d2,2025-10-04 17:24:04+05:30,29.380985579073656,-0.014902571219808558,1,High charge: 1.371A; Rapid current change: 1.133A/sample,high,0,,normal,high,0,0,1,0,1,1
1620,1759578845.0,2025-10-04T17:24:05+05:30,0.7788,61.11,d2,2025-10-04 17:24:05+05:30,29.759667232054113,-0.014902242106592353,1,Rapid current change: 0.592A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1621,1759578846.0,2025-10-04T17:24:06+05:30,1.2998,53.33,d2,2025-10-04 17:24:06+05:30,18.658642488453037,-0.014911890036265724,1,High charge: 1.300A,high,0,,normal,high,0,0,0,0,1,1
1622,1759578847.0,2025-10-04T17:24:07+05:30,1.2048,53.33,d2,2025-10-04 17:24:07+05:30,18.48595026685743,-0.014912040123527716,1,High charge: 1.205A,high,0,,normal,high,0,0,0,0,1,1
1623,1759578848.0,2025-10-04T17:24:08+05:30,0.3328,60.56,d2,2025-10-04 17:24:08+05:30,45.69134398252499,-0.014888395844610457,1,Rapid current change: 0.872A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1624,1759578849.0,2025-10-04T17:24:09+05:30,1.5218,60.0,d2,2025-10-04 17:24:09+05:30,24.854273491331668,-0.014906505397137485,1,High charge: 1.522A; Rapid current change: 1.189A/sample,high,0,,normal,high,0,0,1,0,1,1
1625,1759578850.0,2025-10-04T17:24:10+05:30,0.8868,53.33,d2,2025-10-04 17:24:10+05:30,29.250190332770078,-0.014902684894299618,1,Rapid current change: 0.635A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1627,1759578852.0,2025-10-04T17:24:12+05:30,0.2038,53.33,d2,2025-10-04 17:24:12+05:30,37.21246404239042,-0.01489576486136889,1,Rapid current change: 0.811A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1628,1759578853.0,2025-10-04T17:24:13+05:30,1.3558,53.33,d2,2025-10-04 17:24:13+05:30,23.66055097354967,-0.014907542864503525,1,High charge: 1.356A; Rapid current change: 1.152A/sample,high,0,,normal,high,0,0,1,0,1,1
1629,1759578854.0,2025-10-04T17:24:14+05:30,1.2118,60.0,d2,2025-10-04 17:24:14+05:30,21.977769546102174,-0.014909005374248585,1,High charge: 1.212A,high,0,,normal,high,0,0,0,0,1,1
1630,1759578855.0,2025-10-04T17:24:15+05:30,0.1128,59.44,d2,2025-10-04 17:24:15+05:30,47.409561855952695,-0.014886902536957406,1,Rapid current change: 1.099A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1631,1759578856.0,2025-10-04T17:24:16+05:30,1.1958,53.33,d2,2025-10-04 17:24:16+05:30,34.68243383877086,-0.014897963717243893,1,High charge: 1.196A; Rapid current change: 1.083A/sample,high,0,,normal,high,0,0,1,0,1,1
1632,1759578857.0,2025-10-04T17:24:17+05:30,0.4008,53.33,d2,2025-10-04 17:24:17+05:30,34.638385789882,-0.014898001999518523,1,Rapid current change: 0.795A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1633,1759578858.0,2025-10-04T17:24:18+05:30,1.6738,53.33,d2,2025-10-04 17:24:18+05:30,24.878935732247886,-0.014906483963119324,1,High charge: 1.674A; Rapid current change: 1.273A/sample,high,0,,normal,high,0,0,1,0,1,1
1634,1759578859.0,2025-10-04T17:24:19+05:30,0.2418,60.0,d2,2025-10-04 17:24:19+05:30,56.86226551765111,-0.014878687167452545,1,Rapid current change: 1.432A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1649,1759578874.0,2025-10-04T17:24:34+05:30,1.8248,53.33,d2,2025-10-04 17:24:34+05:30,27.12678935469732,-0.014904530347649913,1,High charge: 1.825A; Rapid current change: 1.379A/sample,high,0,,normal,high,0,0,1,0,1,1
1650,1759578875.0,2025-10-04T17:24:35+05:30,0.1728,60.56,d2,2025-10-04 17:24:35+05:30,67.53414771155201,-0.014869412206692858,1,Rapid current change: 1.652A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1651,1759578876.0,2025-10-04T17:24:36+05:30,1.0608,60.0,d2,2025-10-04 17:24:36+05:30,24.110758496097624,-0.014907151587966782,1,Rapid current change: 0.888A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1653,1759578878.0,2025-10-04T17:24:38+05:30,0.1788,53.33,d2,2025-10-04 17:24:38+05:30,36.378433799720206,-0.014896489719236752,1,Rapid current change: 0.625A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1654,1759578879.0,2025-10-04T17:24:39+05:30,1.7258,61.11,d2,2025-10-04 17:24:39+05:30,47.841898845054914,-0.014886526791748076,1,High charge: 1.726A; Rapid current change: 1.547A/sample,high,0,,normal,high,0,0,1,0,1,1
1655,1759578880.0,2025-10-04T17:24:40+05:30,0.5378,60.56,d2,2025-10-04 17:24:40+05:30,45.90122934020185,-0.014888213432696504,1,Rapid current change: 1.188A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1658,1759578883.0,2025-10-04T17:24:43+05:30,1.9278,60.56,d2,2025-10-04 17:24:43+05:30,29.945793680692237,-0.014902080343608457,1,High charge: 1.928A; Rapid current change: 1.108A/sample,high,0,,normal,high,0,0,1,0,1,1
1659,1759578884.0,2025-10-04T17:24:44+05:30,2.0348,53.33,d2,2025-10-04 17:24:44+05:30,24.31108029390968,-0.01490697748776775,1,High charge: 2.035A,high,0,,normal,high,0,0,1,0,1,1
1660,1759578885.0,2025-10-04T17:24:45+05:30,0.1488,60.56,d2,2025-10-04 17:24:45+05:30,86.39672699172246,-0.014853018689647652,1,Rapid current change: 1.886A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1670,1759578895.0,2025-10-04T17:24:55+05:30,2.3438,53.33,d2,2025-10-04 17:24:55+05:30,49.09264654315495,-0.014885439763648497,1,High charge: 2.344A; Rapid current change: 1.856A/sample,high,0,,normal,high,0,0,1,0,1,1
1671,1759578896.0,2025-10-04T17:24:56+05:30,1.1298,60.0,d2,2025-10-04 17:24:56+05:30,49.62799072677854,-0.01488497449461668,1,High charge: 1.130A; Rapid current change: 1.214A/sample,high,0,,normal,high,0,0,1,0,1,1
1672,1759578897.0,2025-10-04T17:24:57+05:30,0.3698,53.33,d2,2025-10-04 17:24:57+05:30,43.16678093927153,-0.014890589948962071,1,Rapid current change: 0.760A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1682,1759578907.0,2025-10-04T17:25:07+05:30,1.4038,59.44,d2,2025-10-04 17:25:07+05:30,41.7450484722197,-0.014891825580372078,1,High charge: 1.404A; Rapid current change: 1.286A/sample,high,0,,normal,high,0,0,1,0,1,1
1683,1759578908.0,2025-10-04T17:25:08+05:30,1.1708,53.33,d2,2025-10-04 17:25:08+05:30,19.93942920494804,-0.0149107769011766,1,High charge: 1.171A,high,0,,normal,high,0,0,0,0,1,1
1684,1759578909.0,2025-10-04T17:25:09+05:30,0.2568,53.33,d2,2025-10-04 17:25:09+05:30,36.05585068795954,-0.014896770077063887,1,Rapid current change: 0.914A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1686,1759578911.0,2025-10-04T17:25:11+05:30,2.5098,53.33,d2,2025-10-04 17:25:11+05:30,74.25762779357659,-0.014863568812547728,1,High charge: 2.510A; Rapid current change: 2.266A/sample,high,0,,normal,high,0,1,1,0,1,1
1687,1759578912.0,2025-10-04T17:25:12+05:30,0.2618,53.33,d2,2025-10-04 17:25:12+05:30,90.85220084823256,-0.014849146425652032,1,Rapid current change: 2.248A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1688,1759578913.0,2025-10-04T17:25:13+05:30,0.8708,59.44,d2,2025-10-04 17:25:13+05:30,26.524298015479683,-0.014905053974450489,1,Rapid current change: 0.609A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1689,1759578914.0,2025-10-04T17:25:14+05:30,0.2828,53.33,d2,2025-10-04 17:25:14+05:30,40.2007639625143,-0.014893167722083265,1,Rapid current change: 0.588A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1706,1759578931.0,2025-10-04T17:25:31+05:30,1.8628,53.33,d2,2025-10-04 17:25:31+05:30,36.65423261866454,-0.014896250021761013,1,High charge: 1.863A; Rapid current change: 1.595A/sample,high,0,,normal,high,0,0,1,0,1,1
1707,1759578932.0,2025-10-04T17:25:32+05:30,0.2318,60.0,d2,2025-10-04 17:25:32+05:30,63.00511241539806,-0.014873348403128296,1,Rapid current change: 1.631A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1708,1759578933.0,2025-10-04T17:25:33+05:30,0.8878,60.0,d2,2025-10-04 17:25:33+05:30,20.68508703721159,-0.01491012884800203,1,Rapid current change: 0.656A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1711,1759578936.0,2025-10-04T17:25:36+05:30,1.8768,53.33,d2,2025-10-04 17:25:36+05:30,43.26331815261806,-0.014890506048217162,1,High charge: 1.877A; Rapid current change: 1.661A/sample,high,0,,normal,high,0,0,1,0,1,1
1712,1759578937.0,2025-10-04T17:25:37+05:30,0.1468,61.67,d2,2025-10-04 17:25:37+05:30,73.87446750056557,-0.014863901818161713,1,Rapid current change: 1.730A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1713,1759578938.0,2025-10-04T17:25:38+05:30,2.1328,60.56,d2,2025-10-04 17:25:38+05:30,81.9510951730127,-0.014856882399902452,1,High charge: 2.133A; Rapid current change: 1.986A/sample,high,0,,normal,high,0,1,1,0,1,1
1714,1759578939.0,2025-10-04T17:25:39+05:30,1.3768,60.0,d2,2025-10-04 17:25:39+05:30,34.96146530484143,-0.014897721210266071,1,High charge: 1.377A; Rapid current change: 0.756A/sample,high,0,,normal,high,0,0,1,0,1,1
1715,1759578940.0,2025-10-04T17:25:40+05:30,1.4288,53.33,d2,2025-10-04 17:25:40+05:30,25.46156638977676,-0.014905977597289212,1,High charge: 1.429A,high,0,,normal,high,0,0,0,0,1,1
1716,1759578941.0,2025-10-04T17:25:41+05:30,0.5578,53.33,d2,2025-10-04 17:25:41+05:30,42.02435835724458,-0.014891582831419612,1,Rapid current change: 0.871A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1717,1759578942.0,2025-10-04T17:25:42+05:30,1.9998,53.33,d2,2025-10-04 17:25:42+05:30,30.558359516050665,-0.01490154796103691,1,High charge: 2.000A; Rapid current change: 1.442A/sample,high,0,,normal,high,0,0,1,0,1,1
1718,1759578943.0,2025-10-04T17:25:43+05:30,0.1008,60.56,d2,2025-10-04 17:25:43+05:30,88.31666693955557,-0.014851350064811513,1,Rapid current change: 1.899A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1719,1759578944.0,2025-10-04T17:25:44+05:30,0.6748,60.0,d2,2025-10-04 17:25:44+05:30,30.54203217294978,-0.01490156215117355,1,Rapid current change: 0.574A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1740,1759578965.0,2025-10-04T17:26:05+05:30,1.4808,53.33,d2,2025-10-04 17:26:05+05:30,19.899605118790316,-0.014910811512394161,1,High charge: 1.481A; Rapid current change: 1.003A/sample,high,0,,normal,high,0,0,1,0,1,1
1741,1759578966.0,2025-10-04T17:26:06+05:30,0.0878,53.33,d2,2025-10-04 17:26:06+05:30,52.14293799445994,-0.014882788747360796,1,Rapid current change: 1.393A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1742,1759578967.0,2025-10-04T17:26:07+05:30,1.8258,53.33,d2,2025-10-04 17:26:07+05:30,106.41382907832282,-0.014835621773808193,1,High charge: 1.826A; Rapid current change: 1.738A/sample,high,0,,normal,high,0,1,1,0,1,1
1743,1759578968.0,2025-10-04T17:26:08+05:30,0.0598,53.33,d2,2025-10-04 17:26:08+05:30,69.99173811183046,-0.014867276308440622,1,Rapid current change: 1.766A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1758,1759578983.0,2025-10-04T17:26:23+05:30,1.1848,53.33,d2,2025-10-04 17:26:23+05:30,14.584935411773541,-0.014915430505753313,1,High charge: 1.185A; Rapid current change: 0.829A/sample,high,0,,normal,high,0,0,1,0,1,1
1759,1759578984.0,2025-10-04T17:26:24+05:30,0.0628,60.56,d2,2025-10-04 17:26:24+05:30,46.45168336413914,-0.014887735031662902,1,Rapid current change: 1.122A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1760,1759578985.0,2025-10-04T17:26:25+05:30,1.1108,60.0,d2,2025-10-04 17:26:25+05:30,68.44756788693918,-0.014868618350826581,1,Rapid current change: 1.048A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1761,1759578986.0,2025-10-04T17:26:26+05:30,1.5358,60.0,d2,2025-10-04 17:26:26+05:30,19.18437223793171,-0.014911433123163797,1,High charge: 1.536A,high,0,,normal,high,0,0,1,0,1,1
1762,1759578987.0,2025-10-04T17:26:27+05:30,0.5288,53.33,d2,2025-10-04 17:26:27+05:30,39.62002748537737,-0.01489367244167624,1,Rapid current change: 1.007A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1777,1759579002.0,2025-10-04T17:26:42+05:30,0.0538,53.33,d2,2025-10-04 17:26:42+05:30,28.68184773674956,-0.014903178842338058,1,Rapid current change: 0.656A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1778,1759579003.0,2025-10-04T17:26:43+05:30,1.0038,53.33,d2,2025-10-04 17:26:43+05:30,69.68949898792147,-0.014867538985254645,1,Rapid current change: 0.950A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1779,1759579004.0,2025-10-04T17:26:44+05:30,0.3068,60.56,d2,2025-10-04 17:26:44+05:30,32.17044748084557,-0.014900146891165353,1,Rapid current change: 0.697A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1785,1759579010.0,2025-10-04T17:26:50+05:30,1.2368,53.33,d2,2025-10-04 17:26:50+05:30,53.41616071580415,-0.014881682186159663,1,High charge: 1.237A; Rapid current change: 1.155A/sample,high,0,,normal,high,0,0,1,0,1,1
1786,1759579011.0,2025-10-04T17:26:51+05:30,0.0068,60.0,d2,2025-10-04 17:26:51+05:30,47.601143270300604,-0.014886736033048527,1,Rapid current change: 1.230A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1787,1759579012.0,2025-10-04T17:26:52+05:30,1.0608,53.33,d2,2025-10-04 17:26:52+05:30,5128.146123368504,-0.010471221087130354,1,Rapid current change: 1.054A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1788,1759579013.0,2025-10-04T17:26:53+05:30,2.2668,53.33,d2,2025-10-04 17:26:53+05:30,33.56594317576356,-0.01489893406220271,1,High charge: 2.267A; Rapid current change: 1.206A/sample,high,0,,normal,high,0,0,1,0,1,1
1789,1759579014.0,2025-10-04T17:26:54+05:30,0.6258,53.33,d2,2025-10-04 17:26:54+05:30,61.17111430984381,-0.014874942335684269,1,Rapid current change: 1.641A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1790,1759579015.0,2025-10-04T17:26:55+05:30,0.0648,53.33,d2,2025-10-04 17:26:55+05:30,41.42342291954522,-0.014892105105982103,1,Rapid current change: 0.561A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1797,1759579022.0,2025-10-04T17:27:02+05:30,1.0638,60.56,d2,2025-10-04 17:27:02+05:30,7121.7602488705625,-0.008738565830257148,1,Rapid current change: 1.058A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1798,1759579023.0,2025-10-04T17:27:03+05:30,1.2658,53.33,d2,2025-10-04 17:27:03+05:30,17.082242278543262,-0.014913260089816055,1,High charge: 1.266A,high,0,,normal,high,0,0,0,0,1,1
1799,1759579024.0,2025-10-04T17:27:04+05:30,0.3388,53.33,d2,2025-10-04 17:27:04+05:30,33.7954466152627,-0.014898734600162474,1,Rapid current change: 0.927A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1800,1759579025.0,2025-10-04T17:27:05+05:30,1.1588,53.33,d2,2025-10-04 17:27:05+05:30,16.318531370683832,-0.014913923832965897,1,High charge: 1.159A; Rapid current change: 0.820A/sample,high,0,,normal,high,0,0,1,0,1,1
1801,1759579026.0,2025-10-04T17:27:06+05:30,0.2538,60.0,d2,2025-10-04 17:27:06+05:30,42.265157610852526,-0.014891373552157756,1,Rapid current change: 0.905A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1820,1759579045.0,2025-10-04T17:27:25+05:30,1.3998,53.33,d2,2025-10-04 17:27:25+05:30,21.729116773360982,-0.014909221479024487,1,High charge: 1.400A; Rapid current change: 1.133A/sample,high,0,,normal,high,0,0,1,0,1,1
1821,1759579046.0,2025-10-04T17:27:26+05:30,0.2848,53.33,d2,2025-10-04 17:27:26+05:30,39.76514400263215,-0.014893546320531097,1,Rapid current change: 1.115A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1822,1759579047.0,2025-10-04T17:27:27+05:30,0.8638,53.33,d2,2025-10-04 17:27:27+05:30,15.406453774685668,-0.01491471652199291,1,Rapid current change: 0.579A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1823,1759579048.0,2025-10-04T17:27:28+05:30,0.0928,60.0,d2,2025-10-04 17:27:28+05:30,39.28954851169844,-0.014893959661817644,1,Rapid current change: 0.771A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1827,1759579052.0,2025-10-04T17:27:32+05:30,1.1248,60.0,d2,2025-10-04 17:27:32+05:30,657.6954376631452,-0.014356501484222836,1,High charge: 1.125A; Rapid current change: 1.105A/sample,high,0,,normal,high,0,1,1,0,1,1
1828,1759579053.0,2025-10-04T17:27:33+05:30,1.4978,60.56,d2,2025-10-04 17:27:33+05:30,21.49234592982867,-0.014909427257184598,1,High charge: 1.498A,high,0,,normal,high,0,0,1,0,1,1
1829,1759579054.0,2025-10-04T17:27:34+05:30,0.9218,53.33,d2,2025-10-04 17:27:34+05:30,27.04109183971941,-0.014904604827584584,1,Rapid current change: 0.576A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1830,1759579055.0,2025-10-04T17:27:35+05:30,0.1818,60.56,d2,2025-10-04 17:27:35+05:30,42.0202373584116,-0.01489158641299049,1,Rapid current change: 0.740A/sample,medium,0,,normal,medium,0,0,1,0,1,1
1845,1759579070.0,2025-10-04T17:27:50+05:30,1.0198,53.33,d2,2025-10-04 17:27:50+05:30,57.81499893635282,-0.014877859144343562,1,Rapid current change: 0.959A/sample,medium,0,,normal,medium,0,1,1,0,1,1
1846,1759579071.0,2025-10-04T17:27:51+05:30,0.0548,53.33,d2,2025-10-04 17:27:51+05:30,33.41967017622891,-0.01489906118844963,1,Rapid current change: 0.965A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1847,1759579072.0,2025-10-04T17:27:52+05:30,1.2828,53.33,d2,2025-10-04 17:27:52+05:30,113.4990023806755,-0.014829464031138164,1,High charge: 1.283A; Rapid current change: 1.228A/sample,high,0,,normal,high,0,1,1,0,1,1
1848,1759579073.0,2025-10-04T17:27:53+05:30,0.6838,60.0,d2,2025-10-04 17:27:53+05:30,28.59469400127059,-0.01490325458787778,1,Rapid current change: 0.599A/sample,medium,0,,normal,medium,0,0,0,0,1,1
1863,1759579088.0,2025-10-04T17:28:08+05:30,1.5658,53.33,d2,2025-10-04 17:28:08+05:30,24.772579936217177,-0.014906576397220156,1,High charge: 1.566A; Rapid current change: 1.254A/sample,high,0,,normal,high,0,0,1,0,1,1
1864,1759579089.0,2025-10-04T17:28:09+05:30,0.4088,60.56,d2,2025-10-04 17:28:09+05:30,43.930219412404156,-0.014889926442585962,1,Rapid current change: 1.157A/sample,medium,0,,normal,medium,0,0,1,0,1,1
