"ts","current","datetime","temperature"
"1760186630","0.0689","2025-10-11T18:13:50+05:30","71.11"
"1760005013","'-0.0312","2025-10-09T15:46:53+05:30","53.33"
"1760004929","0.0708","2025-10-09T15:45:29+05:30","53.33"
"1760423488","0.19825","2025-10-14T12:01:28+05:30","53.33"
"1760423811","0.09025","2025-10-14T12:06:51+05:30","72.78"
"1760186691","0.1129","2025-10-11T18:14:51+05:30","53.33"
"1760187018","0.1359","2025-10-11T18:20:18+05:30","53.33"
"1760424240","0.19525","2025-10-14T12:14:00+05:30","53.33"
"1760186991","0.1269","2025-10-11T18:19:51+05:30","73.33"
"1760423612","0.22325","2025-10-14T12:03:32+05:30","72.22"
"1760187106","0.1589","2025-10-11T18:21:46+05:30","72.78"
"1759487094","'-0.01705","2025-10-03T15:54:54+05:30","53.33"
"1760004870","0.1488","2025-10-09T15:44:30+05:30","53.33"
"1760186726","0.0899","2025-10-11T18:15:26+05:30","71.67"
"1760423871","0.11725","2025-10-14T12:07:51+05:30","53.33"
"1760186915","0.1299","2025-10-11T18:18:35+05:30","53.33"
"1760186708","0.1049","2025-10-11T18:15:08+05:30","72.22"
"1760186953","0.1899","2025-10-11T18:19:13+05:30","53.33"
"7","'-0.0272","1970-01-01T00:00:07+05:30","53.33"
"1760424119","0.13825","2025-10-14T12:11:59+05:30","53.33"
"1760423860","0.05225","2025-10-14T12:07:40+05:30","53.33"
"1760186850","0.1979","2025-10-11T18:17:30+05:30","53.33"
"1760424064","0.18225","2025-10-14T12:11:04+05:30","53.33"
"1760423947","0.12825","2025-10-14T12:09:07+05:30","73.33"
"1760187072","0.1409","2025-10-11T18:21:12+05:30","53.33"
"1760186917","0.1189","2025-10-11T18:18:37+05:30","73.33"
"1760186834","0.1549","2025-10-11T18:17:14+05:30","72.22"
"1760186957","0.1129","2025-10-11T18:19:17+05:30","53.33"
"1760424026","0.16025","2025-10-14T12:10:26+05:30","73.33"
"1760187038","0.2109","2025-10-11T18:20:38+05:30","53.33"
"1759487084","0.03895","2025-10-03T15:54:44+05:30","66.11"
"1760423793","0.08725","2025-10-14T12:06:33+05:30","53.33"
"1760186883","0.1679","2025-10-11T18:18:03+05:30","73.33"
"1760423576","0.12625","2025-10-14T12:02:56+05:30","71.67"
"1759487101","'-0.00305","2025-10-03T15:55:01+05:30","53.33"
"1760186751","0.1939","2025-10-11T18:15:51+05:30","71.67"
"1760004795","0.2988","2025-10-09T15:43:15+05:30","53.33"
"1760186729","0.1959","2025-10-11T18:15:29+05:30","53.33"
"1760186988","0.1779","2025-10-11T18:19:48+05:30","53.33"
"1760186777","0.1989","2025-10-11T18:16:17+05:30","53.33"
"1760187003","0.2269","2025-10-11T18:20:03+05:30","53.33"
