"ts","current","datetime","temperature"
"1760358650","0.3745","2025-10-13T18:00:50+05:30","53.33"
"1759322253","0.2665","2025-10-01T18:07:33+05:30","53.33"
"1759580571","0.6788","2025-10-04T17:52:51+05:30","53.33"
"1760185261","0.47155","2025-10-11T17:51:01+05:30","58.89"
"1760184248","0.51055","2025-10-11T17:34:08+05:30","58.33"
"1759579557","1.0228","2025-10-04T17:35:57+05:30","62.22"
"1760185031","0.03755","2025-10-11T17:47:11+05:30","53.33"
"1760358662","1.1805","2025-10-13T18:01:02+05:30","57.22"
"1760184806","0.18855","2025-10-11T17:43:26+05:30","53.33"
"1759578604","0.1578","2025-10-04T17:20:04+05:30","59.44"
"1758889482","'-0.2013","2025-09-26T17:54:42+05:30","53.33"
"1759578961","1.1558","2025-10-04T17:26:01+05:30","53.33"
"1760358391","0.9625","2025-10-13T17:56:31+05:30","53.33"
"1759580231","0.4278","2025-10-04T17:47:11+05:30","53.33"
"1759579684","0.1098","2025-10-04T17:38:04+05:30","53.33"
"1760011682","'-0.14895","2025-10-09T17:38:02+05:30","53.33"
"1758889754","'-0.3403","2025-09-26T17:59:14+05:30","58.33"
"1759322138","0.4505","2025-10-01T18:05:38+05:30","53.33"
"1760358727","0.8035","2025-10-13T18:02:07+05:30","57.22"
"1759578831","1.5938","2025-10-04T17:23:51+05:30","60.56"
"1759579714","'-0.0392","2025-10-04T17:38:34+05:30","53.33"
"1759580000","0.0768","2025-10-04T17:43:20+05:30","53.33"
"1759578573","0.1228","2025-10-04T17:19:33+05:30","58.33"
"1758889609","'-0.2813","2025-09-26T17:56:49+05:30","53.33"
"1760184304","0.76055","2025-10-11T17:35:04+05:30","53.33"
"1760184185","0.32755","2025-10-11T17:33:05+05:30","53.33"
"1759322168","0.0245","2025-10-01T18:06:08+05:30","53.33"
"1760185125","0.04555","2025-10-11T17:48:45+05:30","58.33"
"1760011573","0.01405","2025-10-09T17:36:13+05:30","53.33"
"1760358566","0.5135","2025-10-13T17:59:26+05:30","56.67"
"1760185292","0.21255","2025-10-11T17:51:32+05:30","53.33"
"1760184536","0.54055","2025-10-11T17:38:56+05:30","58.33"
"1760184774","0.24555","2025-10-11T17:42:54+05:30","58.33"
"1759322520","0.4495","2025-10-01T18:12:00+05:30","58.89"
"1758792898","0.0031","2025-09-25T15:04:58+05:30","53.33"
"1760011627","0.00305","2025-10-09T17:37:07+05:30","57.78"
"1760358714","1.3945","2025-10-13T18:01:54+05:30","53.33"
"1760185553","0.19155","2025-10-11T17:55:53+05:30","53.33"
"1758889323","'-0.3033","2025-09-26T17:52:03+05:30","54.44"
"1760185369","0.47755","2025-10-11T17:52:49+05:30","58.89"
"1759579241","0.9058","2025-10-04T17:30:41+05:30","60.56"
"1759579352","0.0888","2025-10-04T17:32:32+05:30","53.33"
"1759578985","1.1108","2025-10-04T17:26:25+05:30","60"
"1760011525","'-0.23995","2025-10-09T17:35:25+05:30","53.33"
"1760185160","0.01555","2025-10-11T17:49:20+05:30","58.33"
"1759322344","0.5135","2025-10-01T18:09:04+05:30","58.89"
"1758792896","'-0.0009","2025-09-25T15:04:56+05:30","53.33"
"1759580068","0.0678","2025-10-04T17:44:28+05:30","53.33"
"1759579551","0.5358","2025-10-04T17:35:51+05:30","53.33"
"1760183959","0.11755","2025-10-11T17:29:19+05:30","53.33"
"1760184886","0.94855","2025-10-11T17:44:46+05:30","53.33"
"1759579970","0.3968","2025-10-04T17:42:50+05:30","53.33"
"1759579232","0.5948","2025-10-04T17:30:32+05:30","53.33"
"1759579334","0.3288","2025-10-04T17:32:14+05:30","60.56"
"7","0.0787","1970-01-01T00:00:07+05:30","53.33"
"1760358477","0.9885","2025-10-13T17:57:57+05:30","53.33"
"1759322510","0.2905","2025-10-01T18:11:50+05:30","53.33"
"1759322368","0.5275","2025-10-01T18:09:28+05:30","53.33"
"1758889407","'-0.1523","2025-09-26T17:53:27+05:30","53.33"
"1759579427","0.5338","2025-10-04T17:33:47+05:30","53.33"
"1760184230","0.12455","2025-10-11T17:33:50+05:30","57.78"
"1760184010","0.13855","2025-10-11T17:30:10+05:30","53.33"
"1758889445","'-0.3093","2025-09-26T17:54:05+05:30","53.33"
"1759578828","0.3478","2025-10-04T17:23:48+05:30","60"
"1760011499","'-0.06595","2025-10-09T17:34:59+05:30","53.33"
"1760184860","0.22955","2025-10-11T17:44:20+05:30","58.33"
"1759580663","0.3638","2025-10-04T17:54:23+05:30","60.56"
"1760185234","0.37255","2025-10-11T17:50:34+05:30","58.89"
"1759322193","0.2405","2025-10-01T18:06:33+05:30","53.33"
"1758889252","'-0.3403","2025-09-26T17:50:52+05:30","53.33"
"1759578877","0.8038","2025-10-04T17:24:37+05:30","53.33"
"1759322484","0.9735","2025-10-01T18:11:24+05:30","53.33"
"1760184574","0.08855","2025-10-11T17:39:34+05:30","53.33"
"1759579481","0.7398","2025-10-04T17:34:41+05:30","61.11"
"1760358404","0.3905","2025-10-13T17:56:44+05:30","55.56"
"1758889346","'-0.0833","2025-09-26T17:52:26+05:30","53.33"
"1759579439","1.3768","2025-10-04T17:33:59+05:30","53.33"
"1759580641","0.2358","2025-10-04T17:54:01+05:30","60.56"
"1760011490","'-0.27795","2025-10-09T17:34:50+05:30","57.22"
"1760358381","0.7195","2025-10-13T17:56:21+05:30","53.33"
"1758792923","0.0151","2025-09-25T15:05:23+05:30","53.33"
"1759579781","1.0708","2025-10-04T17:39:41+05:30","53.33"
"1760184179","0.07955","2025-10-11T17:32:59+05:30","57.78"
"1759579466","2.0028","2025-10-04T17:34:26+05:30","53.33"
"1760184982","0.82455","2025-10-11T17:46:22+05:30","57.78"
"1760011414","0.34805","2025-10-09T17:33:34+05:30","56.67"
"1760184599","0.01955","2025-10-11T17:39:59+05:30","57.78"
"1760358731","0.8615","2025-10-13T18:02:11+05:30","53.33"
"1758889450","'-0.0333","2025-09-26T17:54:10+05:30","56.11"
"1759579571","0.2198","2025-10-04T17:36:11+05:30","60.56"
"1758798800","0.0334","2025-09-25T16:43:20+05:30","53.89"
"1760184910","0.04055","2025-10-11T17:45:10+05:30","53.33"
"1760011559","'-0.03095","2025-10-09T17:35:59+05:30","53.33"
"1759580494","0.1358","2025-10-04T17:51:34+05:30","61.11"
"1760185356","0.02355","2025-10-11T17:52:36+05:30","53.33"
"1759322486","0.5915","2025-10-01T18:11:26+05:30","53.33"
"1760184712","0.03455","2025-10-11T17:41:52+05:30","53.33"
"1760184483","0.17255","2025-10-11T17:38:03+05:30","58.89"
"1760011531","0.19305","2025-10-09T17:35:31+05:30","53.33"
"1760184907","0.50155","2025-10-11T17:45:07+05:30","53.33"
"1759580337","'-0.0352","2025-10-04T17:48:57+05:30","53.33"
"1759580282","0.2548","2025-10-04T17:48:02+05:30","53.33"
"1760185473","0.72155","2025-10-11T17:54:33+05:30","58.33"
"1759580436","0.2868","2025-10-04T17:50:36+05:30","53.33"
"1758889807","'-0.2613","2025-09-26T18:00:07+05:30","53.33"
"1759579776","0.0208","2025-10-04T17:39:36+05:30","53.33"
"1759580037","0.5278","2025-10-04T17:43:57+05:30","53.33"
"1759578577","0.2488","2025-10-04T17:19:37+05:30","53.33"
"1760184667","0.50855","2025-10-11T17:41:07+05:30","58.33"
"1759580336","0.2158","2025-10-04T17:48:56+05:30","53.33"
"1758889800","'-0.3173","2025-09-26T18:00:00+05:30","53.33"
"1759579077","0.3808","2025-10-04T17:27:57+05:30","61.67"
"1760184985","0.09155","2025-10-11T17:46:25+05:30","53.33"
"1759578634","0.7098","2025-10-04T17:20:34+05:30","53.33"
"1760185143","0.05355","2025-10-11T17:49:03+05:30","53.33"
"1759579059","0.1908","2025-10-04T17:27:39+05:30","60"
"1760184942","'-0.05445","2025-10-11T17:45:42+05:30","53.33"
"1760184380","0.33255","2025-10-11T17:36:20+05:30","53.33"
